ID,ScriptName,CityName,LocozationName,Culture,OwnerClan,IsCity
castle_KA20,结城城,结城城,{=C8avRQxs}Yuki Castle,kanto,Faction.clan_yuki_1,1
castle_KA21,益子城,益子城,{=Rw5bAtwn}Masuko Castle,kanto,Faction.clan_haga_1,1
castle_KA22,笠间城,笠间城,{=S931liPY}Kasama Castle,kanto,Faction.clan_kasama_1,1
castle_KA23,小田城,小田城,{=2nt5o1X2}Oda Castle,kanto,Faction.clan_oda_2,1
castle_KA24,牛久城,牛久城,{=UWvQEtSF}Ushiku Castle,kanto,Faction.clan_oda_2,1
castle_KA25,岩槻城,岩槻城,{=RvzQHYRy}Iwatsuki Castle,kanto,Faction.clan_hojo_1,1
castle_KA26,古河城,古河城,{=dteKiJUQ}Koga Castle,kanto,Faction.clan_kogakubo_1,1
castle_KA27,鹿岛城,鹿岛城,{=lwTLUV3T}Kashima Castle,kanto,Faction.clan_kashima_1,1
castle_KA28,钵形城,钵形城,{=VMkkWy2l}Hachigata Castle,kanto,Faction.clan_hojo_1,1
town_KIN1,姬路城,姬路城,{=Ix4mcLNc}Himeji,kinai,Faction.clan_kuroda_1,1
town_KIN2,大坂御坊,大坂御坊,{=wFbatASK}Osaka,kinai,Faction.clan_honganji_1,1
town_KIN3,堺,堺,{=m6qrzyCa}Sakai,kinai,Faction.clan_miyoshi_1,1
town_KIN4,奈良,奈良,{=gvK789wT}Nara,kinai,Faction.clan_tsutsui_1,1
town_KIN5,京,京,{=nvCkXHAa}Kyoto,kinai,Faction.clan_ashikaga_1,1
town_KIN6,观音寺,观音寺,{=fxIwAwp3}Kannonji,kinai,Faction.clan_rokkaku_1,1
town_KIN7,小谷城,小谷城,{=RL5Xo8fq}Odani,kinai,Faction.clan_azai_1,1
castle_KIN1,盐田城,盐田城,{=4fxOILfF}Shiota Castle,kinai,Faction.clan_kodera_1,1
castle_KIN2,生野城,生野城,{=UORxMVZv}Ikuno Castle,kinai,Faction.clan_yamana_1,1
castle_KIN3,此隅山城,此隅山城,{=b5ROKqKn}Konosumiyama Castle,kinai,Faction.clan_yamana_1,1
castle_KIN4,建部山城,建部山城,{=jIlbYCaV}Takebeyama Castle,kinai,Faction.clan_issiki_1,1
castle_KIN5,御着城,御着城,{=R4vwFE7h}Gochaku Castle,kinai,Faction.clan_akamatsu_1,1
castle_KIN6,三木城,三木城,{=9HBXGwhM}Miki Castle,kinai,Faction.clan_bessho_1,1
castle_KIN7,泷山城,泷山城,{=M0osfYXn}Takiyama Castle,kinai,Faction.clan_matsunaga_1,1
castle_KIN8,芥川山城,芥川山城,{=PKP1FMJk}Akutagawasan Castle,kinai,Faction.clan_miyoshi_1,1
castle_KIN9,朽木城,朽木城,{=eqwquYnl}Kutsuki Castle,kinai,Faction.clan_azai_1,1
castle_KIN10,佐和山城,佐和山城,{=XqDclA04}Sawayama Castle,kinai,Faction.clan_isono_1,1
castle_KIN11,信贵山城,信贵山城,{=VDk55ikU}Shigisan Castle,kinai,Faction.clan_matsunaga_1,1
castle_KIN12,高屋城,高屋城,{=X1XNarZc}Takaya Castle,kinai,Faction.clan_yasumi_1,1
castle_KIN13,岸和田城,岸和田城,{=JHkqe79H}Kishiwada Castle,kinai,Faction.clan_miyoshi_1,1
castle_KIN14,洲本城,洲本城,{=PYM45AKb}Sumoto Castle,kinai,Faction.clan_atagi_1,1
castle_KIN15,岩室城,岩室城,{=3XWs4TyE}Iwamuro Castle,kinai,Faction.clan_hatakeyama_1,1
castle_KIN16,鸟屋城,鸟屋城,{=My5AlIjm}Toya Castle,kinai,Faction.clan_hatakeyama_1,1
castle_KIN17,鸟羽城,鸟羽城,{=td8qkkz0}Toba Castle,kinai,Faction.clan_kuki_1,1
castle_KIN18,津城,津城,{=t2ioc3tv}Tsu Castle,kinai,Faction.clan_oda_1,1
castle_KIN19,伊贺上野城,伊贺上野城,{=iYjZ69ZO}Ueno Castle,kinai,Faction.clan_tsutsui_1,1
castle_KIN20,日野城,日野城,{=5Dg2vkaC}Hino Castle,kinai,Faction.clan_gamou_1,1
castle_KIN21,佐久间龟山城,佐久间龟山城,{=rogs3NNl}Sakuma-Kameyama Castle,kinai,Faction.clan_gamou_1,1
castle_KIN22,长岛城,长岛城,{=tJBWAjyZ}Nagashima Castle,kinai,Faction.clan_honganji_1,1
castle_KIN23,胜龙寺城,胜龙寺城,{=1VIjjKWB}Shoryuji Castle,kinai,Faction.clan_hosokawa_1,1
castle_KIN24,纪伊龟山城,纪伊龟山城,{=RmvKSL4R}Kii-Kameyama Castle,kinai,Faction.clan_yukawa_1,1
town_KY1,高山城,高山城,{=bbUOxTCp}Koyama,saikai,Faction.clan_kimotsuki_1,1
town_KY2,内城,内城,{=DvfCu92X}Uchi,saikai,Faction.clan_shimazu_1,1
town_KY3,佐土原城,佐土原城,{=9w6vlX8J}Sadowara,saikai,Faction.clan_ito_1,1
town_KY4,人吉城,人吉城,{=bXE3Eti6}Hitoyoshi,saikai,Faction.clan_sagara_1,1
town_KY5,臼杵城,臼杵城,{=sgEq01Iv}Niujima,saikai,Faction.clan_otomo_1,1
town_KY6,城井谷城,城井谷城,{=HHWkdmFT}Kiidani,saikai,Faction.clan_kii_1,1
town_KY7,柳川城,柳川城,{=p7K9495f}Yanagawa,saikai,Faction.clan_kamachi_1,1
town_KY8,隈本城,隈本城,{=k2e9Z4Cn}Kumamoto,saikai,Faction.clan_otomo_1,1
town_KY9,立花山城,立花山城,{=tfwfgbGr}Tachibanayama,saikai,Faction.clan_takahashi_1,1
town_KY10,佐嘉城,佐嘉城,{=eL3o2vmZ}Muranaka,saikai,Faction.clan_ryuzoji_1,1
town_KY11,日野江城,日野江城,{=NjWKX8LI}Hinoe,saikai,Faction.clan_arima_1,1
castle_KY1,富田城,富田城,{=oAgVFI62}Tomita Castle,saikai,Faction.clan_kimotsuki_1,1
castle_KY2,志布志城,志布志城,{=MoJR4iq9}Shibushi Castle,saikai,Faction.clan_hongo_1,1
castle_KY3,加濑田城,加濑田城,{=72CP6gNY}Kasedaga Castle,saikai,Faction.clan_shimazu_1,1
castle_KY4,都之城,都之城,{=Z6xvSsd1}Miyakono Castle,saikai,Faction.clan_hongo_1,1
castle_KY5,加治木城,加治木城,{=VDOHxziL}Kajiki Castle,saikai,Faction.clan_shimazu_1,1
castle_KY6,伊作城,伊作城,{=V4l3uOOV}Izaku Castle,saikai,Faction.clan_shimazu_1,1
castle_KY7,颖娃城,颖娃城,{=YlHG1uim}Ei Castle,saikai,Faction.clan_shimazu_1,1
castle_KY8,饭野城,饭野城,{=cVBxmTT1}Iino Castle,saikai,Faction.clan_shimazu_1,1
castle_KY9,一宇治城,一宇治城,{=kQ3nFXBb}Ichiuji Castle,saikai,Faction.clan_ijuin_1,1
castle_KY10,出水城,出水城,{=e0V4GJYO}Izumi Castle,saikai,Faction.clan_shimazu_1,1
castle_KY11,沃肥城,沃肥城,{=m9VjNH76}Obi Castle,saikai,Faction.clan_hongo_1,1
castle_KY12,清武城,清武城,{=0peuGHvI}Kiyotake Castle,saikai,Faction.clan_ito_1,1
castle_KY13,绫城,绫城,{=UVF2azp9}Aya Castle,saikai,Faction.clan_nagakura_1,1
castle_KY14,门川城,门川城,{=0LHvahhd}Kadogawa Castle,saikai,Faction.clan_mera_1,1
castle_KY15,锅城,锅城,{=J0Mo41hV}Nabe Castle,saikai,Faction.clan_sagara_1,1
castle_KY16,大口城,大口城,{=xRmEtOTl}Okuchi Castle,saikai,Faction.clan_indo_1,1
castle_KY17,古麓城,古麓城,{=dENmoFnW}Furufumoto Castle,saikai,Faction.clan_nawa_1,1
castle_KY18,鹤崎城,鹤崎城,{=kXl5DF4d}Tsurusaki Castle,saikai,Faction.clan_otomo_1,1
castle_KY19,冈城,冈城,{=r0l7lIjW}Oka Castle,saikai,Faction.clan_otomo_1,1
castle_KY20,杵筑城,杵筑城,{=6weMf3aJ}Kitsuki Castle,saikai,Faction.clan_yoshihiro_1,1
castle_KY21,高井岳城,高井岳城,{=HrvBj1b6}Takaidake Castle,saikai,Faction.clan_takahashi_1,1
castle_KY22,山下城,山下城,{=MfCOiZMx}Yamashita Castle,saikai,Faction.clan_kamachi_1,1
castle_KY23,玉冈城,玉冈城,{=EOUbYBPk}Tamaoka Castle,saikai,Faction.clan_otomo_1,1
castle_KY24,香春岳城,香春岳城,{=LKUxUR8Y}Kawaradake Castle,saikai,Faction.clan_takahashi_1,1
castle_KY25,松山城,松山城,{=Eux6uT73}Matsuyama Castle,saikai,Faction.clan_otomo_1,1
castle_KY26,莲池城,莲池城,{=lJKoL9IH}Hasuike Castle,saikai,Faction.clan_nabeshima_1,1
castle_KY27,势福寺城,势福寺城,{=Qhvj6XO9}Seifukuji Castle,saikai,Faction.clan_ryuzoji_1,1
castle_KY28,梶峰城,梶峰城,{=bsA0vCZ7}Kajimine Castle,saikai,Faction.clan_matsuura_1,1
castle_KY29,三条城,三条城,{=MBqlRZU5}Sanjo Castle,saikai,Faction.clan_omura_1,1
castle_KY30,须古城,须古城,{=40woqJi6}Suko Castle,saikai,Faction.clan_ryuzoji_1,1
castle_KY31,御船城,御船城,{=DhFnievF}Mifune Castle,saikai,Faction.clan_aso_1,1
castle_KY32,岩尾城,岩尾城,{=TvyJMitP}Iwao Castle,saikai,Faction.clan_kai_1,1
town_SHI1,中村御所,中村御所,{=Xycc7oGz}Nakamura,nankai,Faction.clan_ichijo_1,1
town_SHI2,黑濑城,黑濑城,{=2W7Fq6SK}Kurose,nankai,Faction.clan_saionji_1,1
town_SHI4,汤筑城,汤筑城,{=buxaDLVS}Yuzuki,nankai,Faction.clan_kawano_1,1
town_SHI5,冈丰城,冈丰城,{=BkQ18hKt}Okou,nankai,Faction.clan_chosokabe_1,1
town_SHI6,天雾城,天雾城,{=uqoP6awr}Amagiri,nankai,Faction.clan_sogo_1,1
town_SHI7,牛岐城,牛岐城,{=0R2n2Ghr}Ushiki,nankai,Faction.clan_shingai_1,1
castle_SHI1,姬野野城,姬野野城,{=KDinodgg}Himenono Castle,nankai,Faction.clan_ichijo_1,1
castle_SHI2,大洲城,大洲城,{=gv26VlxV}Ozu Castle,nankai,Faction.clan_saionji_1,1
castle_SHI3,常盘城,常盘城,{=xnMIkc2w}Tokiwa Castle,nankai,Faction.clan_kashuji_1,1
castle_SHI4,国分山城,国分山城,{=PLiqyrst}Kokubuyama Castle,nankai,Faction.clan_kawano_1,1
castle_SHI5,吉良城,吉良城,{=WZE9iw0B}Kira Castle,nankai,Faction.clan_kira_1,1
castle_SHI6,金子城,金子城,{=mFN2WlLP}Kaneko Castle,nankai,Faction.clan_kawano_1,1
castle_SHI7,大西城,大西城,{=ehKkRG65}Onishi Castle,nankai,Faction.clan_onishi_1,1
castle_SHI8,安艺城,安艺城,{=o1iKzaRQ}Aki Castle,nankai,Faction.clan_kosokabe_1,1
castle_SHI9,崎滨城,崎滨城,{=PlKW3dYT}Sakihama Castle,nankai,Faction.clan_kosokabe_1,1
castle_SHI10,十河城,十河城,{=cvw8Hsv2}Sogo Castle,nankai,Faction.clan_sogo_1,1
castle_SHI11,土佐泊城,土佐泊城,{=PaZTWp5t}Tosadomari Castle,nankai,Faction.clan_miyoshi_1,1
town_TOHO1,黑川城,黑川城,{=5avzU4Vd}Kurokawa,ou,Faction.clan_ashina_1,1
town_TOHO2,米泽城,米泽城,{=RCqlfDCy}Yonezawa,ou,Faction.clan_date_1,1
town_TOHO3,山形城,山形城,{=dzB5r5rJ}Yamagata,ou,Faction.clan_mogami_1,1
town_TOHO4,石卷城,石卷城,{=dedDT7v0}Ishinomaki,ou,Faction.clan_kasai_1,1
town_TOHO5,酒田城,酒田城,{=iIBfwKXU}Sakata,ou,Faction.clan_daihoji_1,1
town_TOHO6,土崎湊,土崎湊,{=KGp4U6ZT}Tsuchizaki-Minato,ou,Faction.clan_ando_1,1
town_TOHO7,三户城,三户城,{=YUFX5LdB}Sannohe,ou,Faction.clan_nanbu_1,1
town_TOHO8,十三湊,十三湊,{=d2r4B3vq}Tosaminato,ou,Faction.clan_namioka_1,1
castle_TOHO1,船冈城,船冈城,{=cSv4dDYF}Funaoka Castle,ou,Faction.clan_matsumoto_1,1
castle_TOHO2,猪苗代城,猪苗代城,{=Yz5C61wb}Inawashiro Castle,ou,Faction.clan_inawashiro_1,1
castle_TOHO3,二本松城,二本松城,{=s7rze40X}Nihonmatsu Castle,ou,Faction.clan_nihonmatsu_1,1
castle_TOHO4,三春城,三春城,{=yHyulJvD}Miharu Castle,ou,Faction.clan_tamura_1,1
castle_TOHO5,须贺川城,须贺川城,{=4JR9iFkF}Sukagawa Castle,ou,Faction.clan_nikaido_1,1
castle_TOHO6,饭野平城,饭野平城,{=YYwosnpB}Iinotaira Castle,ou,Faction.clan_iwaki_1,1
castle_TOHO7,小高城,小高城,{=f2CeLPNG}Odaka Castle,ou,Faction.clan_soma_1,1
castle_TOHO8,相马中村城,相马中村城,{=WyYgoD82}Soma-Nakamura Castle,ou,Faction.clan_soma_1,1
castle_TOHO9,梁川城,梁川城,{=2O1LTj6A}Yanagawa Castle,ou,Faction.clan_date_1,1
castle_TOHO10,亘理城,亘理城,{=UZpcsghh}Watari Castle,ou,Faction.clan_watari_1,1
castle_TOHO11,天童城,天童城,{=oaO9LGPD}Tendo Castle,ou,Faction.clan_tendo_1,1
castle_TOHO12,岩切城,岩切城,{=uUTWektF}Iwakiri Castle,ou,Faction.clan_rusu_1,1
castle_TOHO13,中新田城,中新田城,{=iB14AOiv}Nakaniida Castle,ou,Faction.clan_osaki_1,1
castle_TOHO14,岩出山城,岩出山城,{=sofCUqLo}Iwadeyama Castle,ou,Faction.clan_ujiie_1,1
castle_TOHO15,高清水城,高清水城,{=eehsgWjf}Takashimizu Castle,ou,Faction.clan_osaki_1,1
castle_TOHO16,寺池城,寺池城,{=KySQHYm3}Teraike Castle,ou,Faction.clan_kasai_1,1
castle_TOHO17,延泽城,延泽城,{=bdNND23Q}Nobesawa Castle,ou,Faction.clan_nobesawa_1,1
castle_TOHO18,鲑延城,鲑延城,{=xyaQJs4i}Sakenobe Castle,ou,Faction.clan_sakenobe_1,1
castle_TOHO19,仁贺保城,仁贺保城,{=RDni1NjO}Nikaho Castle,ou,Faction.clan_nikaho_1,1
castle_TOHO20,稻庭城,稻庭城,{=v3MePHaA}Inaniwa Castle,ou,Faction.clan_onodera_1,1
castle_TOHO21,横手城,横手城,{=Euog4rMA}Yokote Castle,ou,Faction.clan_onodera_1,1
castle_TOHO22,赤岩城,赤岩城,{=P9LlpXym}Akaiwa Castle,ou,Faction.clan_kasai_1,1
castle_TOHO23,横田城,横田城,{=ZT8MEupe}Yokota Castle,ou,Faction.clan_asonuma_1,1
castle_TOHO24,千德城,千德城,{=c6WgdqDP}Sentoku Castle,ou,Faction.clan_nanbu_1,1
castle_TOHO25,高水寺城,高水寺城,{=2UZWHWxt}Kousuiji Castle,ou,Faction.clan_shiba_1,1
castle_TOHO26,角馆城,角馆城,{=Aq4agpBP}Kakunodate Castle,ou,Faction.clan_tozawa_1,1
castle_TOHO27,桧山城,桧山城,{=Ob5vJ7q3}Hiyama Castle,ou,Faction.clan_ando_1,1
castle_TOHO28,大馆城,大馆城,{=ld7y4DJs}Odate Castle,ou,Faction.clan_asari_1,1
castle_TOHO29,九户城,九户城,{=YSsAfEU9}Kunohe Castle,ou,Faction.clan_konohe_1,1
castle_TOHO30,久慈城,久慈城,{=MR2TmeTe}Kuji Castle,ou,Faction.clan_konohe_1,1
castle_TOHO31,根城,根城,{=4gUUbuqA}Ne Castle,ou,Faction.clan_hachinohe_1,1
castle_TOHO32,七户城,七户城,{=Yyc80YCh}Shichinohe Castle,ou,Faction.clan_shichinohe_1,1
castle_TOHO33,大浦城,大浦城,{=fVzszw07}Oura Castle,ou,Faction.clan_oura_1,1
castle_TOHO34,浪冈城,浪冈城,{=FHNWihyd}Namioka Castle,ou,Faction.clan_namioka_1,1
castle_TOHO35,顺法寺城,顺法寺城,{=FTjRvoSv}Junpo-ji Castle,ou,Faction.clan_hachinohe_1,1
castle_village_AMA1_1,西之岛,西之岛,{=k1yojJ4A}Nishinoshima,sanyo,,0
castle_village_AMA1_2,知夫里,知夫里,{=Nw6vXG2r}Chiburi,sanyo,,0
village_CHU1_1,赤间关,赤间关,{=kD3Q4P0u}Akamagazeki,sanyo,,0
village_CHU1_2,长府,长府,{=VIWC07Rb}Chofu,sanyo,,0
village_CHU1_3,秋穗,秋穗,{=GuFaRjgy}Aio,sanyo,,0
village_CHU2_1,萩,萩,{=vHOOBCB9}Hagi,sanyo,,0
village_CHU2_2,大井,大井,{=aK0HSc4W}Oi,sanyo,,0
village_CHU2_3,三葛,三葛,{=GxkGnl8i}Mikazura,sanyo,,0
village_CHU3_1,户河内,户河内,{=ntbMy243}Togouchi,sanyo,,0
village_CHU3_2,可部,可部,{=uxffoc1I}Kabe,sanyo,,0
